alpha,W1_U_s,W2_U_s,W3_U_s,T1_E2E_s,T2_E2E_s,T3_E2E_s,rho_U,rho_H,rho_U_reference_line
0.6650753768844221,0.4198279886535876,0.5869588551664329,3.7397448303922562,0.6559549507130727,1.0399085974253528,4.62812518040387,0.8542210329144198,0.1802025018388388,4.005849211420652
0.6695979899497487,0.43185308676846884,0.6070791590476016,4.200824608593698,0.6704160403666833,1.0649008843839802,5.098948924760229,0.8659137923003207,0.1802025018388388,4.033089591400089
0.6741206030150754,0.444402588689357,0.62825847273517,4.770211760465264,0.6854691480864352,1.091087409669276,5.67835049982725,0.8779311001348664,0.1802025018388388,4.060329971379527
0.678643216080402,0.4575074508495063,0.6505729123867736,5.489820486482247,0.7011480850124217,1.118549998852554,6.408255524907583,0.8902866590108849,0.1802025018388388,4.087570351358965
0.6831658291457287,0.4712009493117878,0.6741056014949172,6.426257844795967,0.7174891449110956,1.1473778108334824,7.355283128966872,0.9029949539055685,0.1802025018388388,4.114810731338403
0.6876884422110553,0.485518891627708,0.6989474644954976,7.692129023746308,0.7345313278361436,1.1776681550523185,8.632051270353724,0.9160713088293821,0.1802025018388388,4.142051111317841
0.6922110552763819,0.5004998516320955,0.7251981279238978,9.49399826330816,0.752316587765519,1.2095274183306945,10.445137709615528,0.9295319484693241,0.1802025018388388,4.169291491297279
0.6967336683417086,0.5161854300572977,0.7529669462097773,12.256163093775328,0.7708901072070923,1.2430721186493163,13.21885430414818,0.9433940653479056,0.1802025018388388,4.196531871276716
0.7012562814070352,0.5326205442653907,0.7823741723382625,17.010063950574004,0.7903006021931961,1.2784301063338228,17.984656684058898,0.9576758930823567,0.1802025018388388,4.223772251256154
0.7057788944723619,0.5498537508789504,0.8135522973986737,27.084805110547503,0.8106006615813576,1.3157419369434378,28.071665255130803,0.9723967864004457,0.1802025018388388,4.251012631235592
0.7103015075376885,0.567937605652566,0.8466475876476052,62.54442538562266,0.8318471251572297,1.3551624447968822,63.54393596541499,0.9875773086512767,0.1802025018388388,4.27825301121503
0.7148241206030151,0.5869290655832546,0.8818218533277704,,0.8541015057112155,1.3968625517236417,,1.003239327643103,0.1802025018388388,4.305493391194467
0.7193467336683417,0.606889939025948,0.9192544903576887,,0.8774304610506515,1.4410313525470453,,1.0194061207474678,0.1802025018388388,4.3327337711739045
0.7238693467336683,0.6278873904817537,0.9591448444597009,,0.9019063228365781,1.4878785273092996,,1.0361024903320488,0.1802025018388388,4.3599741511533425
0.728391959798995,0.6499945077876668,1.0017149577358517,,0.9276076902245868,1.5376371407496414,,1.053354890726107,0.1802025018388388,4.38721453113278
0.7329145728643216,0.673290940688539,1.0472127706641987,,0.9546200975753394,1.5905669025777491,,1.071191568085533,0.1802025018388388,4.414454911112218
